"wt_d4","wt_d8","wt_12","pre_idbatchcage","mean_con_ng_ul","batch","period","post_idbatch","pre_idbatch","group","time","Postds","Postrank","Preds","Prerank","condition"
36.3,36.5,36.4,"2Batch5Cage5",71.5504736148056,5,"Pre","5-2Batch5","2Batch5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
36.3,36.5,36.4,"2Batch5Cage5",71.5504736148056,5,"Pre","5-2Batch5","2Batch5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
36.3,36.5,36.4,"2Batch5Cage5",178.367170855216,5,"Post","5-2Batch5","2Batch5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
36.3,36.5,36.4,"2Batch5Cage5",178.367170855216,5,"Post","5-2Batch5","2Batch5","reorganized","25hr",5.15277777777778,1,-2.5469696969697,3,"ascenders"
38.6,39.6,40.6,"3Batch5Cage5",115.996784957262,5,"Pre","5-3Batch5","3Batch5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
38.6,39.6,40.6,"3Batch5Cage5",115.996784957262,5,"Pre","5-3Batch5","3Batch5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
38.6,39.6,40.6,"3Batch5Cage5",193.289706846702,5,"Post","5-3Batch5","3Batch5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
38.6,39.6,40.6,"3Batch5Cage5",193.289706846702,5,"Post","5-3Batch5","3Batch5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
34.1,34.2,34.5,"4Batch5Cage5",195.930493087638,5,"Pre","5-4Batch5","4Batch5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
34.1,34.2,34.5,"4Batch5Cage5",195.930493087638,5,"Pre","5-4Batch5","4Batch5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
34.1,34.2,34.5,"4Batch5Cage5",128.565623321335,5,"Post","5-4Batch5","4Batch5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
34.1,34.2,34.5,"4Batch5Cage5",128.565623321335,5,"Post","5-4Batch5","4Batch5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
40.8,40.8,40.8,"1Batch6Cage1",107.936922591556,6,"Pre","1-1Batch6","1Batch6","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
40.8,40.8,40.8,"1Batch6Cage1",107.936922591556,6,"Pre","1-1Batch6","1Batch6","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
40.8,40.8,40.8,"1Batch6Cage1",152.279397029005,6,"Post","1-1Batch6","1Batch6","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
40.8,40.8,40.8,"1Batch6Cage1",152.279397029005,6,"Post","1-1Batch6","1Batch6","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
36.3,36.2,38,"2Batch6Cage1",94.2177383180906,6,"Pre","1-2Batch6","2Batch6","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
36.3,36.2,38,"2Batch6Cage1",94.2177383180906,6,"Pre","1-2Batch6","2Batch6","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
36.3,36.2,38,"2Batch6Cage1",108.687436008819,6,"Post","1-2Batch6","2Batch6","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
36.3,36.2,38,"2Batch6Cage1",108.687436008819,6,"Post","1-2Batch6","2Batch6","reorganized","25hr",-0.416666666666667,3,0.5,3,"same"
38.9,38.9,39.8,"4Batch6Cage1",125.505753644147,6,"Pre","1-4Batch6","4Batch6","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders"
38.9,38.9,39.8,"4Batch6Cage1",125.505753644147,6,"Pre","1-4Batch6","4Batch6","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders"
38.9,38.9,39.8,"4Batch6Cage1",24.2273088025016,6,"Post","1-4Batch6","4Batch6","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders"
38.9,38.9,39.8,"4Batch6Cage1",24.2273088025016,6,"Post","1-4Batch6","4Batch6","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders"
38.2,39.8,40.2,"1Batch6Cage2",47.9891481607292,6,"Pre","2-1Batch6","1Batch6","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same"
38.2,39.8,40.2,"1Batch6Cage2",47.9891481607292,6,"Pre","2-1Batch6","1Batch6","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same"
38.2,39.8,40.2,"1Batch6Cage2",87.2825689543017,6,"Post","2-1Batch6","1Batch6","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same"
38.2,39.8,40.2,"1Batch6Cage2",87.2825689543017,6,"Post","2-1Batch6","1Batch6","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same"
32.8,33.7,34,"2Batch6Cage2",69.5798707103949,6,"Pre","2-2Batch6","2Batch6","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
32.8,33.7,34,"2Batch6Cage2",69.5798707103949,6,"Pre","2-2Batch6","2Batch6","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
32.8,33.7,34,"2Batch6Cage2",79.4046628782662,6,"Post","2-2Batch6","2Batch6","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
32.8,33.7,34,"2Batch6Cage2",79.4046628782662,6,"Post","2-2Batch6","2Batch6","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
42.5,41.7,42.9,"4Batch6Cage2",37.5445532430087,6,"Pre","2-4Batch6","4Batch6","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
42.5,41.7,42.9,"4Batch6Cage2",37.5445532430087,6,"Pre","2-4Batch6","4Batch6","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
42.5,41.7,42.9,"4Batch6Cage2",100.08299268902,6,"Post","2-4Batch6","4Batch6","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
42.5,41.7,42.9,"4Batch6Cage2",100.08299268902,6,"Post","2-4Batch6","4Batch6","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
40.5,38.8,39.5,"1Batch6Cage4",100.278582376705,6,"Pre","4-1Batch6","1Batch6","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
40.5,38.8,39.5,"1Batch6Cage4",100.278582376705,6,"Pre","4-1Batch6","1Batch6","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
40.5,38.8,39.5,"1Batch6Cage4",123.488453766367,6,"Post","4-1Batch6","1Batch6","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
40.5,38.8,39.5,"1Batch6Cage4",123.488453766367,6,"Post","4-1Batch6","1Batch6","reorganized","25hr",-2.20416666666667,3,5.70257997936017,1,"descenders"
40.7,40.4,41.8,"1Batch7Cage1",97.8226408710607,7,"Pre","1-1Batch7","1Batch7","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
40.7,40.4,41.8,"1Batch7Cage1",97.8226408710607,7,"Pre","1-1Batch7","1Batch7","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
40.7,40.4,41.8,"1Batch7Cage1",94.073572736872,7,"Post","1-1Batch7","1Batch7","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
40.7,40.4,41.8,"1Batch7Cage1",94.073572736872,7,"Post","1-1Batch7","1Batch7","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
38.8,38.9,38.6,"4Batch7Cage3",72.3183742727315,7,"Pre","3-4Batch7","4Batch7","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
38.8,38.9,38.6,"4Batch7Cage3",72.3183742727315,7,"Pre","3-4Batch7","4Batch7","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
38.8,38.9,38.6,"4Batch7Cage3",186.368111674871,7,"Post","3-4Batch7","4Batch7","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
38.8,38.9,38.6,"4Batch7Cage3",186.368111674871,7,"Post","3-4Batch7","4Batch7","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
42.5,43,42.4,"1Batch7Cage4",40.3798463340765,7,"Pre","4-1Batch7","1Batch7","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
42.5,43,42.4,"1Batch7Cage4",40.3798463340765,7,"Pre","4-1Batch7","1Batch7","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
42.5,43,42.4,"1Batch7Cage4",171.511603300494,7,"Post","4-1Batch7","1Batch7","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
42.5,43,42.4,"1Batch7Cage4",171.511603300494,7,"Post","4-1Batch7","1Batch7","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
31.3,32.6,28.8,"2Batch7Cage4",31.528034244625,7,"Pre","4-2Batch7","2Batch7","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same"
31.3,32.6,28.8,"2Batch7Cage4",31.528034244625,7,"Pre","4-2Batch7","2Batch7","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same"
31.3,32.6,28.8,"2Batch7Cage4",269.557178397448,7,"Post","4-2Batch7","2Batch7","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same"
31.3,32.6,28.8,"2Batch7Cage4",269.557178397448,7,"Post","4-2Batch7","2Batch7","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same"
36.9,36.4,36.8,"4Batch7Cage4",122.788053912375,7,"Pre","4-4Batch7","4Batch7","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
36.9,36.4,36.8,"4Batch7Cage4",122.788053912375,7,"Pre","4-4Batch7","4Batch7","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
36.9,36.4,36.8,"4Batch7Cage4",205.173802833851,7,"Post","4-4Batch7","4Batch7","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
36.9,36.4,36.8,"4Batch7Cage4",205.173802833851,7,"Post","4-4Batch7","4Batch7","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
38.2,39.1,40.8,"2Batch7Cage5",122.888093440752,7,"Pre","5-2Batch7","2Batch7","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders"
38.2,39.1,40.8,"2Batch7Cage5",122.888093440752,7,"Pre","5-2Batch7","2Batch7","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders"
38.2,39.1,40.8,"2Batch7Cage5",172.984731820729,7,"Post","5-2Batch7","2Batch7","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders"
38.2,39.1,40.8,"2Batch7Cage5",172.984731820729,7,"Post","5-2Batch7","2Batch7","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders"
43.9,41.3,40.8,"4Batch7Cage5",143.767605355189,7,"Pre","5-4Batch7","4Batch7","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
43.9,41.3,40.8,"4Batch7Cage5",143.767605355189,7,"Pre","5-4Batch7","4Batch7","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
43.9,41.3,40.8,"4Batch7Cage5",116.937487658865,7,"Post","5-4Batch7","4Batch7","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
43.9,41.3,40.8,"4Batch7Cage5",116.937487658865,7,"Post","5-4Batch7","4Batch7","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
41.5,43.5,43.9,"1Batch8Cage1",68.0497551419181,8,"Pre","1-1Batch8","1Batch8","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
41.5,43.5,43.9,"1Batch8Cage1",68.0497551419181,8,"Pre","1-1Batch8","1Batch8","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
41.5,43.5,43.9,"1Batch8Cage1",63.2210872671335,8,"Post","1-1Batch8","1Batch8","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
41.5,43.5,43.9,"1Batch8Cage1",63.2210872671335,8,"Post","1-1Batch8","1Batch8","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
34.4,34.2,34.2,"2Batch8Cage2",136.117651194672,8,"Pre","2-2Batch8","2Batch8","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
34.4,34.2,34.2,"2Batch8Cage2",136.117651194672,8,"Pre","2-2Batch8","2Batch8","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
34.4,34.2,34.2,"2Batch8Cage2",329.876616791225,8,"Post","2-2Batch8","2Batch8","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
34.4,34.2,34.2,"2Batch8Cage2",329.876616791225,8,"Post","2-2Batch8","2Batch8","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
38.8,39,39.7,"4Batch8Cage2",91.3103794344965,8,"Pre","2-4Batch8","4Batch8","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders"
38.8,39,39.7,"4Batch8Cage2",91.3103794344965,8,"Pre","2-4Batch8","4Batch8","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders"
38.8,39,39.7,"4Batch8Cage2",154.21837931401,8,"Post","2-4Batch8","4Batch8","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders"
38.8,39,39.7,"4Batch8Cage2",154.21837931401,8,"Post","2-4Batch8","4Batch8","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders"
40.8,39.5,40.9,"3Batch8Cage3",122.981401918769,8,"Pre","3-3Batch8","3Batch8","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
40.8,39.5,40.9,"3Batch8Cage3",122.981401918769,8,"Pre","3-3Batch8","3Batch8","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
40.8,39.5,40.9,"3Batch8Cage3",427.209394635226,8,"Post","3-3Batch8","3Batch8","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
40.8,39.5,40.9,"3Batch8Cage3",427.209394635226,8,"Post","3-3Batch8","3Batch8","reorganized","1 hr",-0.666666666666667,3,-2.12222222222222,3,"same"
38.4,39,37.6,"4Batch8Cage3",133.913414431336,8,"Pre","3-4Batch8","4Batch8","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same"
38.4,39,37.6,"4Batch8Cage3",133.913414431336,8,"Pre","3-4Batch8","4Batch8","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same"
38.4,39,37.6,"4Batch8Cage3",194.110094710067,8,"Post","3-4Batch8","4Batch8","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same"
38.4,39,37.6,"4Batch8Cage3",194.110094710067,8,"Post","3-4Batch8","4Batch8","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same"
43.4,41.9,41.2,"1Batch8Cage4",42.223220387857,8,"Pre","4-1Batch8","1Batch8","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
43.4,41.9,41.2,"1Batch8Cage4",42.223220387857,8,"Pre","4-1Batch8","1Batch8","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
43.4,41.9,41.2,"1Batch8Cage4",207.341313043477,8,"Post","4-1Batch8","1Batch8","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
43.4,41.9,41.2,"1Batch8Cage4",207.341313043477,8,"Post","4-1Batch8","1Batch8","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
40.7,40.4,39.9,"4Batch8Cage4",199.750236899589,8,"Pre","4-4Batch8","4Batch8","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
40.7,40.4,39.9,"4Batch8Cage4",199.750236899589,8,"Pre","4-4Batch8","4Batch8","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
40.7,40.4,39.9,"4Batch8Cage4",357.720202284411,8,"Post","4-4Batch8","4Batch8","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
40.7,40.4,39.9,"4Batch8Cage4",357.720202284411,8,"Post","4-4Batch8","4Batch8","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
43.8,43.6,45.1,"3Batch9Cage1",94.1218352225281,9,"Pre","1-3Batch9","3Batch9","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
43.8,43.6,45.1,"3Batch9Cage1",94.1218352225281,9,"Pre","1-3Batch9","3Batch9","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
43.8,43.6,45.1,"3Batch9Cage1",345.402984352532,9,"Post","1-3Batch9","3Batch9","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
43.8,43.6,45.1,"3Batch9Cage1",345.402984352532,9,"Post","1-3Batch9","3Batch9","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
41.3,42.3,42.9,"2Batch9Cage2",56.164500950943,9,"Pre","2-2Batch9","2Batch9","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
41.3,42.3,42.9,"2Batch9Cage2",56.164500950943,9,"Pre","2-2Batch9","2Batch9","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
41.3,42.3,42.9,"2Batch9Cage2",112.407257272448,9,"Post","2-2Batch9","2Batch9","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
41.3,42.3,42.9,"2Batch9Cage2",112.407257272448,9,"Post","2-2Batch9","2Batch9","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
42.4,42.1,41.8,"3Batch9Cage2",68.8995060869166,9,"Pre","2-3Batch9","3Batch9","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
42.4,42.1,41.8,"3Batch9Cage2",68.8995060869166,9,"Pre","2-3Batch9","3Batch9","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
42.4,42.1,41.8,"3Batch9Cage2",70.8141031940734,9,"Post","2-3Batch9","3Batch9","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
42.4,42.1,41.8,"3Batch9Cage2",70.8141031940734,9,"Post","2-3Batch9","3Batch9","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
42.6,43,42.8,"4Batch9Cage2",39.7027351275049,9,"Pre","2-4Batch9","4Batch9","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
42.6,43,42.8,"4Batch9Cage2",39.7027351275049,9,"Pre","2-4Batch9","4Batch9","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
42.6,43,42.8,"4Batch9Cage2",205.922082177967,9,"Post","2-4Batch9","4Batch9","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
42.6,43,42.8,"4Batch9Cage2",205.922082177967,9,"Post","2-4Batch9","4Batch9","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
42.5,40.4,40.3,"1Batch9Cage3",111.769936089707,9,"Pre","3-1Batch9","1Batch9","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders"
42.5,40.4,40.3,"1Batch9Cage3",111.769936089707,9,"Pre","3-1Batch9","1Batch9","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders"
42.5,40.4,40.3,"1Batch9Cage3",311.198653061814,9,"Post","3-1Batch9","1Batch9","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders"
42.5,40.4,40.3,"1Batch9Cage3",311.198653061814,9,"Post","3-1Batch9","1Batch9","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders"
44.1,42.4,43.2,"2Batch9Cage3",147.553127531666,9,"Pre","3-2Batch9","2Batch9","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
44.1,42.4,43.2,"2Batch9Cage3",147.553127531666,9,"Pre","3-2Batch9","2Batch9","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
44.1,42.4,43.2,"2Batch9Cage3",407.261064662692,9,"Post","3-2Batch9","2Batch9","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
44.1,42.4,43.2,"2Batch9Cage3",407.261064662692,9,"Post","3-2Batch9","2Batch9","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
42,40.9,41.3,"4Batch9Cage3",171.132394728836,9,"Pre","3-4Batch9","4Batch9","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
42,40.9,41.3,"4Batch9Cage3",171.132394728836,9,"Pre","3-4Batch9","4Batch9","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
42,40.9,41.3,"4Batch9Cage3",340.627515661503,9,"Post","3-4Batch9","4Batch9","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
42,40.9,41.3,"4Batch9Cage3",340.627515661503,9,"Post","3-4Batch9","4Batch9","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
41.3,40.6,40.4,"1Batch9Cage4",41.1896015383956,9,"Pre","4-1Batch9","1Batch9","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same"
41.3,40.6,40.4,"1Batch9Cage4",41.1896015383956,9,"Pre","4-1Batch9","1Batch9","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same"
41.3,40.6,40.4,"1Batch9Cage4",211.12109488497,9,"Post","4-1Batch9","1Batch9","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same"
41.3,40.6,40.4,"1Batch9Cage4",211.12109488497,9,"Post","4-1Batch9","1Batch9","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same"
40.9,41.4,40.1,"2Batch9Cage4",68.0843611174795,9,"Pre","4-2Batch9","2Batch9","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
40.9,41.4,40.1,"2Batch9Cage4",68.0843611174795,9,"Pre","4-2Batch9","2Batch9","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
40.9,41.4,40.1,"2Batch9Cage4",96.2176315735226,9,"Post","4-2Batch9","2Batch9","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
40.9,41.4,40.1,"2Batch9Cage4",96.2176315735226,9,"Post","4-2Batch9","2Batch9","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
43.7,42.9,43,"3Batch9Cage5",78.4326253650995,9,"Pre","5-3Batch9","3Batch9","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
43.7,42.9,43,"3Batch9Cage5",78.4326253650995,9,"Pre","5-3Batch9","3Batch9","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
43.7,42.9,43,"3Batch9Cage5",459.13817297277,9,"Post","5-3Batch9","3Batch9","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
